time,x,y,speed,acc,steer,body_angle
58,-447.41775209485536,-57.33983848622454,13.903169023357162,-0.04884454272268357,0.0,0.0
59,-446.02743519251965,-57.33983848622454,13.898284569084893,4.264520647723202e-05,0.0,0.0
60,-444.63760673561114,-57.33983848622454,13.898288833605541,0.05042415061440764,0.0,0.0
61,-443.2477778522506,-57.33983848622454,13.903331248666982,0.09977880866967936,0.0,0.0
62,-441.8574447273839,-57.33983848622454,13.91330912953395,0.14832077829707302,0.0,0.0
63,-440.4661138144305,-57.33983848622454,13.928141207363657,0.19610642588258287,0.0,0.0
64,-439.07329969369414,-57.33983848622454,13.947751849951915,0.24310833583369273,0.0,0.0
65,-437.67852450869896,-57.33983848622454,13.972062683535285,0.2892492651865375,0.0,0.0
66,-436.2813182403454,-57.33983848622454,14.000987610053938,0.3344285502670097,0.0,0.0
67,-434.88121947934,-57.33983848622454,14.03443046508064,0.3785495857090915,0.0,0.0
68,-433.47777643283194,-57.33983848622454,14.072285423651548,0.421632632418909,0.0,0.0
69,-432.0705478904668,-57.33983848622454,14.11444868689344,0.4636743805831145,0.0,0.0
70,-430.65910302177747,-57.33983848622454,14.16081612495175,0.5046267166796881,0.0,0.0
71,-429.2430214092823,-57.33983848622454,14.21127879661972,0.5392914705119978,0.0,0.0
72,-427.8218935296203,-57.33983848622454,14.26520794367092,0.5755550333726056,0.0,0.0
73,-426.3953727352532,-57.33983848622454,14.32276344700818,0.6122404438919737,0.0,0.0
74,-424.9630963905524,-57.33983848622454,14.383987491397377,0.648726304286491,0.0,0.0
75,-423.5246976414126,-57.33983848622454,14.448860121826026,0.6847128978216332,0.0,0.0
76,-422.07981162923,-57.33983848622454,14.51733141160819,0.720092375549477,0.0,0.0
77,-420.62807848806915,-57.33983848622454,14.589340649163137,0.7549668913931029,0.0,0.0
78,-419.16914442315283,-57.33983848622454,14.664837338302448,0.7894654927808631,0.0,0.0
79,-417.70266068932256,-57.33983848622454,14.743783887580534,0.8236211842267238,0.0,0.0
80,-416.2282823005645,-57.33983848622454,14.826146006003206,0.8574343554320052,0.0,0.0
81,-414.7456676999642,-57.33983848622454,14.911889441546407,0.8952105608737249,0.0,0.0
82,-413.25447875580954,-57.33983848622454,15.00141049763378,0.9303133980637845,0.0,0.0
83,-411.75433770604616,-57.33983848622454,15.094441837440158,0.9634338281760435,0.0,0.0
84,-410.24489352230216,-57.33983848622454,15.190785220257762,0.994973123462799,0.0,0.0
85,-408.7258150002764,-57.33983848622454,15.290282532604042,1.025379882709121,0.0,0.0
86,-407.196786747016,-57.33983848622454,15.392820520874954,1.0584067213697246,0.0,0.0
87,-405.6575046949285,-57.33983848622454,15.498661193011927,1.0891288223395712,0.0,0.0
88,-404.1076385756273,-57.33983848622454,15.607574075245884,1.1185493678349623,0.0,0.0
89,-402.5468811681027,-57.33983848622454,15.71942901202938,1.1472559508649383,0.0,0.0
